REFERENCE	 DEGRADED	Fsample	 P.862.2_SCORE
g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f6f31.out	16000	2.34
g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m2032.out	16000	3.932
g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f7032.out	16000	3.11
g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m2133.out	16000	4.073
g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f7133.out	16000	3.748
g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m2234.out	16000	4.212
g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f7234.out	16000	4.339
g729char\exp2\pre_proc\d\d_m01l02.axp	 g729char\exp2\coded\d\de2m2335.out	16000	4.464
g729char\exp2\pre_proc\d\d_f01l52.axp	 g729char\exp2\coded\d\de2f7335.out	16000	4.396
g729char\exp2\pre_proc\d\d_m01l03.axp	 g729char\exp2\coded\d\de2m2436.out	16000	4.43
g729char\exp2\pre_proc\d\d_f01l53.axp	 g729char\exp2\coded\d\de2f7436.out	16000	4.438
g729char\exp2\pre_proc\d\d_m01l04.axp	 g729char\exp2\coded\d\de2m2537.out	16000	4.491
g729char\exp2\pre_proc\d\d_f01l54.axp	 g729char\exp2\coded\d\de2f7537.out	16000	4.429
g729char\exp2\pre_proc\d\d_m01l05.axp	 g729char\exp2\coded\d\de2m2638.out	16000	4.419
g729char\exp2\pre_proc\d\d_f01l55.axp	 g729char\exp2\coded\d\de2f7638.out	16000	4.488
g729char\exp2\pre_proc\d\d_m01l06.axp	 g729char\exp2\coded\d\de2m2739.out	16000	4.357
g729char\exp2\pre_proc\d\d_f01l56.axp	 g729char\exp2\coded\d\de2f7739.out	16000	4.393
g729char\exp2\pre_proc\d\d_m01l07.axp	 g729char\exp2\coded\d\de2m2840.out	16000	4.41
g729char\exp2\pre_proc\d\d_f01l57.axp	 g729char\exp2\coded\d\de2f7840.out	16000	4.458
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m0101.out	16000	2.892
g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m2901.out	16000	2.974
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f5101.out	16000	2.406
g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f7901.out	16000	2.86
g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m0202.out	16000	3.121
g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m2a02.out	16000	3.504
g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f5202.out	16000	3.116
g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f7a02.out	16000	3.249
g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m0303.out	16000	3.378
g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m2b03.out	16000	3.314
g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f5303.out	16000	3.043
g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f7b03.out	16000	3.226
g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m0404.out	16000	2.648
g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m2c04.out	16000	2.858
g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f5404.out	16000	2.462
g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f7c04.out	16000	2.855
g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m0505.out	16000	3.103
g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m2d05.out	16000	3.118
g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f5505.out	16000	3.023
g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f7d05.out	16000	3.205
g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m0606.out	16000	3.234
g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m2e06.out	16000	3.225
g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f5606.out	16000	2.942
g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f7e06.out	16000	3.384
g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m0707.out	16000	2.462
g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m2f07.out	16000	2.962
g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f5707.out	16000	2.902
g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f7f07.out	16000	2.756
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m0808.out	16000	2.282
g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m3008.out	16000	2.382
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f5808.out	16000	1.867
g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f8008.out	16000	2.146
g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m0909.out	16000	2.331
g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m3109.out	16000	2.835
g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f5909.out	16000	2.458
g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f8109.out	16000	2.505
g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m0a10.out	16000	2.604
g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m3210.out	16000	2.549
g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f5a10.out	16000	2.407
g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f8210.out	16000	2.521
g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m0b11.out	16000	1.943
g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m3311.out	16000	2.151
g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f5b11.out	16000	1.809
g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f8311.out	16000	2.056
g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m0c12.out	16000	2.357
g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m3412.out	16000	2.425
g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f5c12.out	16000	2.24
g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f8412.out	16000	2.484
g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m0d13.out	16000	2.587
g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m3513.out	16000	2.704
g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f5d13.out	16000	2.355
g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f8513.out	16000	2.664
g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m0e14.out	16000	2.041
g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m3614.out	16000	2.521
g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f5e14.out	16000	2.527
g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f8614.out	16000	2.356
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m0f15.out	16000	3.178
g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m3715.out	16000	2.819
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f5f15.out	16000	2.814
g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f8715.out	16000	3.392
g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m1016.out	16000	3.693
g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m3816.out	16000	3.709
g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f6016.out	16000	3.695
g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f8816.out	16000	3.84
g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m1117.out	16000	3.978
g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m3917.out	16000	3.78
g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f6117.out	16000	3.685
g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f8917.out	16000	3.981
g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m1218.out	16000	3.976
g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m3a18.out	16000	3.762
g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f6218.out	16000	3.7
g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f8a18.out	16000	3.979
g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m1319.out	16000	3.991
g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m3b19.out	16000	3.706
g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f6319.out	16000	3.656
g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f8b19.out	16000	3.891
g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m1420.out	16000	3.651
g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m3c20.out	16000	3.735
g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f6420.out	16000	3.502
g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f8c20.out	16000	3.945
g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m1521.out	16000	3.122
g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m3d21.out	16000	3.353
g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f6521.out	16000	3.57
g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f8d21.out	16000	3.47
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1622.out	16000	2.992
g729char\exp2\pre_proc\e\e_m02l29.axp	 g729char\exp2\coded\e\ee2m3e22.out	16000	2.688
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6622.out	16000	2.557
g729char\exp2\pre_proc\e\e_f02l79.axp	 g729char\exp2\coded\e\ee2f8e22.out	16000	2.98
g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m1723.out	16000	3.5
g729char\exp2\pre_proc\e\e_m02l2a.axp	 g729char\exp2\coded\e\ee2m3f23.out	16000	3.728
g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f6723.out	16000	3.484
g729char\exp2\pre_proc\e\e_f02l7a.axp	 g729char\exp2\coded\e\ee2f8f23.out	16000	3.657
g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m1824.out	16000	3.875
g729char\exp2\pre_proc\e\e_m02l2b.axp	 g729char\exp2\coded\e\ee2m4024.out	16000	3.745
g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f6824.out	16000	3.507
g729char\exp2\pre_proc\e\e_f02l7b.axp	 g729char\exp2\coded\e\ee2f9024.out	16000	3.732
g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m1925.out	16000	3.837
g729char\exp2\pre_proc\e\e_m02l2c.axp	 g729char\exp2\coded\e\ee2m4125.out	16000	3.691
g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f6925.out	16000	3.479
g729char\exp2\pre_proc\e\e_f02l7c.axp	 g729char\exp2\coded\e\ee2f9125.out	16000	3.679
g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m1a26.out	16000	3.915
g729char\exp2\pre_proc\e\e_m02l2d.axp	 g729char\exp2\coded\e\ee2m4226.out	16000	3.563
g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f6a26.out	16000	3.438
g729char\exp2\pre_proc\e\e_f02l7d.axp	 g729char\exp2\coded\e\ee2f9226.out	16000	3.636
g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m1b27.out	16000	3.497
g729char\exp2\pre_proc\e\e_m02l2e.axp	 g729char\exp2\coded\e\ee2m4327.out	16000	3.548
g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f6b27.out	16000	3.305
g729char\exp2\pre_proc\e\e_f02l7e.axp	 g729char\exp2\coded\e\ee2f9327.out	16000	3.757
g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m1c28.out	16000	2.927
g729char\exp2\pre_proc\e\e_m02l2f.axp	 g729char\exp2\coded\e\ee2m4428.out	16000	3.201
g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f6c28.out	16000	3.31
g729char\exp2\pre_proc\e\e_f02l7f.axp	 g729char\exp2\coded\e\ee2f9428.out	16000	3.036
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1d29.out	16000	1.49
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6d29.out	16000	1.196
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1e30.out	16000	2.212
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6e30.out	16000	1.542
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m1f31.out	16000	2.939
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f6f31.out	16000	2.195
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m2032.out	16000	3.508
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f7032.out	16000	2.843
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m2133.out	16000	3.931
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f7133.out	16000	3.364
g729char\exp2\pre_proc\e\e_m01l01.axp	 g729char\exp2\coded\e\ee2m2234.out	16000	4.111
g729char\exp2\pre_proc\e\e_f01l51.axp	 g729char\exp2\coded\e\ee2f7234.out	16000	3.925
g729char\exp2\pre_proc\e\e_m01l02.axp	 g729char\exp2\coded\e\ee2m2335.out	16000	4.304
g729char\exp2\pre_proc\e\e_f01l52.axp	 g729char\exp2\coded\e\ee2f7335.out	16000	4.291
g729char\exp2\pre_proc\e\e_m01l03.axp	 g729char\exp2\coded\e\ee2m2436.out	16000	4.412
g729char\exp2\pre_proc\e\e_f01l53.axp	 g729char\exp2\coded\e\ee2f7436.out	16000	4.235
g729char\exp2\pre_proc\e\e_m01l04.axp	 g729char\exp2\coded\e\ee2m2537.out	16000	4.332
g729char\exp2\pre_proc\e\e_f01l54.axp	 g729char\exp2\coded\e\ee2f7537.out	16000	4.184
g729char\exp2\pre_proc\e\e_m01l05.axp	 g729char\exp2\coded\e\ee2m2638.out	16000	4.352
g729char\exp2\pre_proc\e\e_f01l55.axp	 g729char\exp2\coded\e\ee2f7638.out	16000	4.176
g729char\exp2\pre_proc\e\e_m01l06.axp	 g729char\exp2\coded\e\ee2m2739.out	16000	4.368
g729char\exp2\pre_proc\e\e_f01l56.axp	 g729char\exp2\coded\e\ee2f7739.out	16000	4.105
g729char\exp2\pre_proc\e\e_m01l07.axp	 g729char\exp2\coded\e\ee2m2840.out	16000	4.32
g729char\exp2\pre_proc\e\e_f01l57.axp	 g729char\exp2\coded\e\ee2f7840.out	16000	4.351
g729char\exp3\original\a\a_f01s01.wav	 g729char\exp3\coded\a\ae3f6501.out	16000	2.761
g729char\exp3\original\a\a_f02s01.wav	 g729char\exp3\coded\a\ae3f9701.out	16000	2.969
g729char\exp3\original\a\a_m01s01.wav	 g729char\exp3\coded\a\ae3m0101.out	16000	3.152
g729char\exp3\original\a\a_m02s01.wav	 g729char\exp3\coded\a\ae3m3301.out	16000	3.194
g729char\exp3\original\a\a_f01s02.wav	 g729char\exp3\coded\a\ae3f6602.out	16000	2.483
g729char\exp3\original\a\a_f02s02.wav	 g729char\exp3\coded\a\ae3f9802.out	16000	2.218
g729char\exp3\original\a\a_m01s02.wav	 g729char\exp3\coded\a\ae3m0202.out	16000	3.49
g729char\exp3\original\a\a_m02s02.wav	 g729char\exp3\coded\a\ae3m3402.out	16000	2.784
g729char\exp3\original\a\a_f01s03.wav	 g729char\exp3\coded\a\ae3f6703.out	16000	2.161
g729char\exp3\original\a\a_f02s03.wav	 g729char\exp3\coded\a\ae3f9903.out	16000	2.28
g729char\exp3\original\a\a_m01s03.wav	 g729char\exp3\coded\a\ae3m0303.out	16000	2.766
g729char\exp3\original\a\a_m02s03.wav	 g729char\exp3\coded\a\ae3m3503.out	16000	2.524
g729char\exp3\original\a\a_f01s04.wav	 g729char\exp3\coded\a\ae3f6804.out	16000	2.415
g729char\exp3\original\a\a_f02s04.wav	 g729char\exp3\coded\a\ae3f9a04.out	16000	2.749
g729char\exp3\original\a\a_m01s04.wav	 g729char\exp3\coded\a\ae3m0404.out	16000	3.193
g729char\exp3\original\a\a_m02s04.wav	 g729char\exp3\coded\a\ae3m3604.out	16000	2.27
g729char\exp3\original\a\a_f01s05.wav	 g729char\exp3\coded\a\ae3f6905.out	16000	2.119
g729char\exp3\original\a\a_f02s05.wav	 g729char\exp3\coded\a\ae3f9b05.out	16000	2.18
g729char\exp3\original\a\a_m01s05.wav	 g729char\exp3\coded\a\ae3m0505.out	16000	2.345
g729char\exp3\original\a\a_m02s05.wav	 g729char\exp3\coded\a\ae3m3705.out	16000	2.237
g729char\exp3\original\a\a_f01s06.wav	 g729char\exp3\coded\a\ae3f6a06.out	16000	2.125
g729char\exp3\original\a\a_f02s06.wav	 g729char\exp3\coded\a\ae3f9c06.out	16000	2.142
g729char\exp3\original\a\a_m01s06.wav	 g729char\exp3\coded\a\ae3m0606.out	16000	2.745
g729char\exp3\original\a\a_m02s06.wav	 g729char\exp3\coded\a\ae3m3806.out	16000	2.828
g729char\exp3\original\a\a_f01s07.wav	 g729char\exp3\coded\a\ae3f6b07.out	16000	2.103
g729char\exp3\original\a\a_f02s07.wav	 g729char\exp3\coded\a\ae3f9d07.out	16000	2.216
g729char\exp3\original\a\a_m01s07.wav	 g729char\exp3\coded\a\ae3m0707.out	16000	2.289
g729char\exp3\original\a\a_m02s07.wav	 g729char\exp3\coded\a\ae3m3907.out	16000	2.422
g729char\exp3\original\a\a_f01s08.wav	 g729char\exp3\coded\a\ae3f6c08.out	16000	1.87
g729char\exp3\original\a\a_f02s08.wav	 g729char\exp3\coded\a\ae3f9e08.out	16000	2.142
g729char\exp3\original\a\a_m01s08.wav	 g729char\exp3\coded\a\ae3m0808.out	16000	2.064
g729char\exp3\original\a\a_m02s08.wav	 g729char\exp3\coded\a\ae3m3a08.out	16000	2.446
g729char\exp3\original\a\a_f01s09.wav	 g729char\exp3\coded\a\ae3f6d09.out	16000	1.705
g729char\exp3\original\a\a_f02s09.wav	 g729char\exp3\coded\a\ae3f9f09.out	16000	1.933
g729char\exp3\original\a\a_m01s09.wav	 g729char\exp3\coded\a\ae3m0909.out	16000	2.29
g729char\exp3\original\a\a_m02s09.wav	 g729char\exp3\coded\a\ae3m3b09.out	16000	2.197
g729char\exp3\original\a\a_f01s10.wav	 g729char\exp3\coded\a\ae3f6e10.out	16000	1.842
g729char\exp3\original\a\a_f02s10.wav	 g729char\exp3\coded\a\ae3fa010.out	16000	2.153
g729char\exp3\original\a\a_m01s10.wav	 g729char\exp3\coded\a\ae3m0a10.out	16000	2.145
g729char\exp3\original\a\a_m02s10.wav	 g729char\exp3\coded\a\ae3m3c10.out	16000	2.51
g729char\exp3\original\a\a_f01s11.wav	 g729char\exp3\coded\a\ae3f6f11.out	16000	1.799
g729char\exp3\original\a\a_f02s11.wav	 g729char\exp3\coded\a\ae3fa111.out	16000	1.798
g729char\exp3\original\a\a_m01s11.wav	 g729char\exp3\coded\a\ae3m0b11.out	16000	2.372
g729char\exp3\original\a\a_m02s11.wav	 g729char\exp3\coded\a\ae3m3d11.out	16000	2.313
g729char\exp3\original\a\a_f01s12.wav	 g729char\exp3\coded\a\ae3f7012.out	16000	1.605
g729char\exp3\original\a\a_f02s12.wav	 g729char\exp3\coded\a\ae3fa212.out	16000	1.727
g729char\exp3\original\a\a_m01s12.wav	 g729char\exp3\coded\a\ae3m0c12.out	16000	2.089
g729char\exp3\original\a\a_m02s12.wav	 g729char\exp3\coded\a\ae3m3e12.out	16000	2.194
g729char\exp3\original\a\a_f01s13.wav	 g729char\exp3\coded\a\ae3f7113.out	16000	1.463
g729char\exp3\original\a\a_f02s13.wav	 g729char\exp3\coded\a\ae3fa313.out	16000	1.97
g729char\exp3\original\a\a_m01s13.wav	 g729char\exp3\coded\a\ae3m0d13.out	16000	2.189
g729char\exp3\original\a\a_m02s13.wav	 g729char\exp3\coded\a\ae3m3f13.out	16000	2.619
g729char\exp3\original\a\a_f01s14.wav	 g729char\exp3\coded\a\ae3f7214.out	16000	1.712
g729char\exp3\original\a\a_f02s14.wav	 g729char\exp3\coded\a\ae3fa414.out	16000	1.843
g729char\exp3\original\a\a_m01s14.wav	 g729char\exp3\coded\a\ae3m0e14.out	16000	1.881
g729char\exp3\original\a\a_m02s14.wav	 g729char\exp3\coded\a\ae3m4014.out	16000	2.221
g729char\exp3\original\a\a_f01s15.wav	 g729char\exp3\coded\a\ae3f7315.out	16000	1.562
g729char\exp3\original\a\a_f02s15.wav	 g729char\exp3\coded\a\ae3fa515.out	16000	1.762
g729char\exp3\original\a\a_m01s15.wav	 g729char\exp3\coded\a\ae3m0f15.out	16000	1.838
g729char\exp3\original\a\a_m02s15.wav	 g729char\exp3\coded\a\ae3m4115.out	16000	1.672
g729char\exp3\original\a\a_f01s16.wav	 g729char\exp3\coded\a\ae3f7416.out	16000	1.799
g729char\exp3\original\a\a_f02s16.wav	 g729char\exp3\coded\a\ae3fa616.out	16000	2.083
g729char\exp3\original\a\a_m01s16.wav	 g729char\exp3\coded\a\ae3m1016.out	16000	2.507
g729char\exp3\original\a\a_m02s16.wav	 g729char\exp3\coded\a\ae3m4216.out	16000	2.657
g729char\exp3\original\a\a_f01s17.wav	 g729char\exp3\coded\a\ae3f7517.out	16000	1.816
g729char\exp3\original\a\a_f02s17.wav	 g729char\exp3\coded\a\ae3fa717.out	16000	1.928
g729char\exp3\original\a\a_m01s17.wav	 g729char\exp3\coded\a\ae3m1117.out	16000	2.173
g729char\exp3\original\a\a_m02s17.wav	 g729char\exp3\coded\a\ae3m4317.out	16000	2.213
g729char\exp3\original\a\a_f01s18.wav	 g729char\exp3\coded\a\ae3f7618.out	16000	1.78
g729char\exp3\original\a\a_f02s18.wav	 g729char\exp3\coded\a\ae3fa818.out	16000	2.002
g729char\exp3\original\a\a_m01s18.wav	 g729char\exp3\coded\a\ae3m1218.out	16000	2.186
g729char\exp3\original\a\a_m02s18.wav	 g729char\exp3\coded\a\ae3m4418.out	16000	2.321
g729char\exp3\original\a\a_f01s19.wav	 g729char\exp3\coded\a\ae3f7719.out	16000	1.572
g729char\exp3\original\a\a_f02s19.wav	 g729char\exp3\coded\a\ae3fa919.out	16000	1.886
g729char\exp3\original\a\a_m01s19.wav	 g729char\exp3\coded\a\ae3m1319.out	16000	2.293
g729char\exp3\original\a\a_m02s19.wav	 g729char\exp3\coded\a\ae3m4519.out	16000	2.549
g729char\exp3\original\a\a_f01s20.wav	 g729char\exp3\coded\a\ae3f7820.out	16000	1.576
g729char\exp3\original\a\a_f02s20.wav	 g729char\exp3\coded\a\ae3faa20.out	16000	2.052
g729char\exp3\original\a\a_m01s20.wav	 g729char\exp3\coded\a\ae3m1420.out	16000	2.011
g729char\exp3\original\a\a_m02s20.wav	 g729char\exp3\coded\a\ae3m4620.out	16000	2.403
g729char\exp3\original\a\a_f01s21.wav	 g729char\exp3\coded\a\ae3f7921.out	16000	2.231
g729char\exp3\original\a\a_f02s21.wav	 g729char\exp3\coded\a\ae3fab21.out	16000	2.641
g729char\exp3\original\a\a_m01s21.wav	 g729char\exp3\coded\a\ae3m1521.out	16000	2.743
g729char\exp3\original\a\a_m02s21.wav	 g729char\exp3\coded\a\ae3m4721.out	16000	2.745
g729char\exp3\original\a\a_f01s22.wav	 g729char\exp3\coded\a\ae3f7a22.out	16000	1.814
g729char\exp3\original\a\a_f02s22.wav	 g729char\exp3\coded\a\ae3fac22.out	16000	2.423
g729char\exp3\original\a\a_m01s22.wav	 g729char\exp3\coded\a\ae3m1622.out	16000	1.966
g729char\exp3\original\a\a_m02s22.wav	 g729char\exp3\coded\a\ae3m4822.out	16000	2.68
g729char\exp3\original\a\a_f01s23.wav	 g729char\exp3\coded\a\ae3f7b23.out	16000	1.932
g729char\exp3\original\a\a_f02s23.wav	 g729char\exp3\coded\a\ae3fad23.out	16000	2.65
g729char\exp3\original\a\a_m01s23.wav	 g729char\exp3\coded\a\ae3m1723.out	16000	2.239
g729char\exp3\original\a\a_m02s23.wav	 g729char\exp3\coded\a\ae3m4923.out	16000	2.303
g729char\exp3\original\a\a_f01s24.wav	 g729char\exp3\coded\a\ae3f7c24.out	16000	1.82
g729char\exp3\original\a\a_f02s24.wav	 g729char\exp3\coded\a\ae3fae24.out	16000	1.619
g729char\exp3\original\a\a_m01s24.wav	 g729char\exp3\coded\a\ae3m1824.out	16000	1.87
g729char\exp3\original\a\a_m02s24.wav	 g729char\exp3\coded\a\ae3m4a24.out	16000	1.94
g729char\exp3\original\a\a_f01s25.wav	 g729char\exp3\coded\a\ae3f7d25.out	16000	1.84
g729char\exp3\original\a\a_f02s25.wav	 g729char\exp3\coded\a\ae3faf25.out	16000	2.025
g729char\exp3\original\a\a_m01s25.wav	 g729char\exp3\coded\a\ae3m1925.out	16000	2.408
